Date|,Time|,Temperature|F,Dew Point|F,Humidity|%,Wind|,Wind Speed|mph,Wind Gust|mph,Pressure|in,Precip.|in,Condition|
2015-01-01,12:00 AM,34,32,93,WSW,8,0,29.16,0.0,Light Drizzle
2015-01-01,12:18 AM,34,32,93,WSW,8,0,29.16,0.0,Light Drizzle
2015-01-01,12:30 AM,34,32,93,WSW,8,0,29.16,0.0,Light Drizzle
2015-01-01,1:00 AM,34,32,93,WSW,9,0,29.16,0.0,Light Drizzle
2015-01-01,1:18 AM,34,32,93,WSW,8,0,29.16,0.0,Light Drizzle
2015-01-01,1:30 AM,34,32,93,WSW,8,0,29.16,0.0,Light Drizzle
2015-01-01,1:36 AM,34,32,93,WSW,8,0,29.16,0.0,Light Drizzle
2015-01-01,2:00 AM,34,32,93,WSW,8,0,29.16,0.0,Light Drizzle
2015-01-01,2:30 AM,34,32,93,WSW,8,0,29.16,0.0,Cloudy
2015-01-01,3:00 AM,34,32,93,W,8,0,29.16,0.0,Light Drizzle
2015-01-01,3:30 AM,34,32,93,WSW,8,0,29.19,0.0,Light Drizzle
2015-01-01,4:00 AM,34,32,93,W,8,0,29.19,0.0,Light Drizzle
2015-01-01,4:30 AM,34,32,93,W,6,0,29.19,0.0,Light Drizzle
2015-01-01,5:00 AM,34,32,93,WSW,7,0,29.19,0.0,Light Drizzle
2015-01-01,5:30 AM,34,32,93,WSW,9,0,29.19,0.0,Light Drizzle
2015-01-01,6:00 AM,34,32,93,WSW,8,0,29.19,0.0,Cloudy
2015-01-01,6:15 AM,34,32,93,SW,9,0,29.19,0.0,Cloudy
2015-01-01,6:30 AM,34,32,93,SW,10,0,29.19,0.0,Cloudy
2015-01-01,7:00 AM,34,32,93,SW,9,0,29.19,0.0,Cloudy
2015-01-01,7:30 AM,34,32,93,SSW,10,0,29.19,0.0,Cloudy
2015-01-01,8:00 AM,34,32,93,SW,10,0,29.19,0.0,Cloudy
2015-01-01,8:05 AM,34,32,93,SW,12,0,29.19,0.0,Light Rain
